origin_date,scenario_id,target,horizon,location,race_ethnicity,output_type,output_type_id,value,run_grouping,stochastic_run
2020-11-15,A-2020-05-01,inc death,2,06,asian,sample,NA,103.38313845300857,10,1
2020-11-15,A-2020-05-01,inc death,3,06,asian,sample,NA,152.11081538460513,10,1
2020-11-15,A-2020-05-01,inc death,4,06,asian,sample,NA,228.0852231673046,10,1
2020-11-15,A-2020-05-01,inc death,5,06,asian,sample,NA,339.5471302170775,10,1
2020-11-15,A-2020-05-01,inc death,6,06,asian,sample,NA,493.2527316858647,10,1
2020-11-15,A-2020-05-01,inc death,7,06,asian,sample,NA,687.276343576883,10,1
2020-11-15,A-2020-05-01,inc death,8,06,asian,sample,NA,901.3951705745866,10,1
2020-11-15,A-2020-05-01,inc death,9,06,asian,sample,NA,1105.227237526203,10,1
2020-11-15,A-2020-05-01,inc death,10,06,asian,sample,NA,1241.7581445416604,10,1
2020-11-15,A-2020-05-01,inc death,11,06,asian,sample,NA,1257.1802786396643,10,1
2020-11-15,A-2020-05-01,inc death,12,06,asian,sample,NA,1139.7934939904776,10,1
2020-11-15,A-2020-05-01,inc death,13,06,asian,sample,NA,922.7342993923642,10,1
2020-11-15,A-2020-05-01,inc death,14,06,asian,sample,NA,658.6248924832537,10,1
2020-11-15,A-2020-05-01,inc death,15,06,asian,sample,NA,404.88379422669794,10,1
2020-11-15,A-2020-05-01,inc death,16,06,asian,sample,NA,209.89336710175178,10,1
2020-11-15,A-2020-05-01,inc death,17,06,asian,sample,NA,90.88532291486034,10,1
2020-11-15,A-2020-05-01,inc death,18,06,asian,sample,NA,33.19382791593959,10,1
2020-11-15,A-2020-05-01,inc death,19,06,asian,sample,NA,10.421598369690301,10,1
2020-11-15,A-2020-05-01,inc death,20,06,asian,sample,NA,2.941708389378088,10,1
2020-11-15,A-2020-05-01,inc death,1,06,asian,sample,NA,26.27988434251998,11,1
2020-11-15,A-2020-05-01,inc death,2,06,asian,sample,NA,28.00707027438184,11,1
2020-11-15,A-2020-05-01,inc death,3,06,asian,sample,NA,31.36343079352431,11,1
2020-11-15,A-2020-05-01,inc death,4,06,asian,sample,NA,36.061547451460186,11,1
2020-11-15,A-2020-05-01,inc death,5,06,asian,sample,NA,41.577271502841185,11,1
2020-11-15,A-2020-05-01,inc death,6,06,asian,sample,NA,47.438847646530235,11,1
2020-11-15,A-2020-05-01,inc death,7,06,asian,sample,NA,52.956503737279014,11,1
2020-11-15,A-2020-05-01,inc death,8,06,asian,sample,NA,57.14160859241497,11,1
2020-11-15,A-2020-05-01,inc death,9,06,asian,sample,NA,59.41117914573789,11,1
2020-11-15,A-2020-05-01,inc death,10,06,asian,sample,NA,58.690901288790016,11,1
2020-11-15,A-2020-05-01,inc death,11,06,asian,sample,NA,54.24121431792999,11,1
2020-11-15,A-2020-05-01,inc death,12,06,asian,sample,NA,46.51085505638489,11,1
2020-11-15,A-2020-05-01,inc death,13,06,asian,sample,NA,36.817312972876934,11,1
2020-11-15,A-2020-05-01,inc death,14,06,asian,sample,NA,26.440926313177634,11,1
2020-11-15,A-2020-05-01,inc death,15,06,asian,sample,NA,16.701679290049572,11,1
2020-11-15,A-2020-05-01,inc death,16,06,asian,sample,NA,9.01670763600007,11,1
2020-11-15,A-2020-05-01,inc death,17,06,asian,sample,NA,4.09254076814336,11,1
2020-11-15,A-2020-05-01,inc death,18,06,asian,sample,NA,1.5667249325373354,11,1
2020-11-15,A-2020-05-01,inc death,19,06,asian,sample,NA,0.5128316952261458,11,1
2020-11-15,A-2020-05-01,inc death,20,06,asian,sample,NA,0.14977759138661498,11,1
2020-11-15,A-2020-05-01,inc death,1,06,asian,sample,NA,29.027821698588305,12,1
2020-11-15,A-2020-05-01,inc death,2,06,asian,sample,NA,31.26615182929575,12,1
2020-11-15,A-2020-05-01,inc death,3,06,asian,sample,NA,36.378288378295316,12,1
2020-11-15,A-2020-05-01,inc death,4,06,asian,sample,NA,43.97997163544655,12,1
2020-11-15,A-2020-05-01,inc death,5,06,asian,sample,NA,53.55722037794938,12,1
2020-11-15,A-2020-05-01,inc death,6,06,asian,sample,NA,64.6192986451415,12,1
2020-11-15,A-2020-05-01,inc death,7,06,asian,sample,NA,76.2380815970852,12,1
2020-11-15,A-2020-05-01,inc death,8,06,asian,sample,NA,86.78525466054369,12,1
2020-11-15,A-2020-05-01,inc death,9,06,asian,sample,NA,94.99887415324848,12,1
2020-11-15,A-2020-05-01,inc death,10,06,asian,sample,NA,98.46806834819006,12,1
2020-11-15,A-2020-05-01,inc death,11,06,asian,sample,NA,95.07364241075105,12,1
